InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
554003,23171,REGENCY TEA PLATE GREEN ,48,5/20/2011 12:17,1.45,13324.0,United Kingdom
554003,22423,REGENCY CAKESTAND 3 TIER,16,5/20/2011 12:17,10.95,13324.0,United Kingdom
C554004,22138,BAKING SET 9 PIECE RETROSPOT ,-2,5/20/2011 12:21,4.95,15367.0,United Kingdom
C554005,21747,SMALL SKULL WINDMILL,-12,5/20/2011 12:23,1.25,15620.0,United Kingdom
C554006,22509,SEWING BOX RETROSPOT DESIGN ,-12,5/20/2011 12:25,14.95,13418.0,United Kingdom
C554006,22284,HEN HOUSE DECORATION,-12,5/20/2011 12:25,1.65,13418.0,United Kingdom
C554006,22508,DOORSTOP RETROSPOT HEART,-12,5/20/2011 12:25,3.75,13418.0,United Kingdom
554007,23081,GREEN METAL BOX ARMY SUPPLIES,1,5/20/2011 12:26,8.25,17961.0,United Kingdom
554008,23206,LUNCH BAG APPLE DESIGN,10,5/20/2011 12:31,1.65,17455.0,United Kingdom
554008,23207,LUNCH BAG ALPHABET DESIGN,10,5/20/2011 12:31,1.65,17455.0,United Kingdom
554008,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,5/20/2011 12:31,1.65,17455.0,United Kingdom
554008,22383,LUNCH BAG SUKI DESIGN ,10,5/20/2011 12:31,1.65,17455.0,United Kingdom
554008,20728,LUNCH BAG CARS BLUE,10,5/20/2011 12:31,1.65,17455.0,United Kingdom
554008,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,5/20/2011 12:31,2.95,17455.0,United Kingdom
554008,37446,MINI CAKE STAND WITH HANGING CAKES,8,5/20/2011 12:31,1.45,17455.0,United Kingdom
554008,37449,CERAMIC CAKE STAND + HANGING CAKES,2,5/20/2011 12:31,9.95,17455.0,United Kingdom
554009,22089,PAPER BUNTING VINTAGE PAISLEY,6,5/20/2011 12:38,2.95,12935.0,United Kingdom
554009,23298,SPOTTY BUNTING,3,5/20/2011 12:38,4.95,12935.0,United Kingdom
554009,22963,JAM JAR WITH GREEN LID,12,5/20/2011 12:38,0.85,12935.0,United Kingdom
554009,84987,SET OF 36 TEATIME PAPER DOILIES,12,5/20/2011 12:38,1.45,12935.0,United Kingdom
554009,21787,RAIN PONCHO RETROSPOT,24,5/20/2011 12:38,0.85,12935.0,United Kingdom
554009,22367,CHILDRENS APRON SPACEBOY DESIGN,8,5/20/2011 12:38,1.95,12935.0,United Kingdom
554009,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,5/20/2011 12:38,1.95,12935.0,United Kingdom
554009,21217,RED RETROSPOT ROUND CAKE TINS,2,5/20/2011 12:38,9.95,12935.0,United Kingdom
554009,20725,LUNCH BAG RED RETROSPOT,10,5/20/2011 12:38,1.65,12935.0,United Kingdom
554009,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,5/20/2011 12:38,0.65,12935.0,United Kingdom
554009,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,5/20/2011 12:38,2.55,12935.0,United Kingdom
554009,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,5/20/2011 12:38,1.25,12935.0,United Kingdom
554009,22149,FELTCRAFT 6 FLOWER FRIENDS,6,5/20/2011 12:38,2.1,12935.0,United Kingdom
554009,16156S,WRAP PINK FAIRY CAKES ,25,5/20/2011 12:38,0.42,12935.0,United Kingdom
554009,21498,RED RETROSPOT WRAP ,25,5/20/2011 12:38,0.42,12935.0,United Kingdom
554009,21499,BLUE POLKADOT WRAP,25,5/20/2011 12:38,0.42,12935.0,United Kingdom
554009,22055,MINI CAKE STAND  HANGING STRAWBERY,8,5/20/2011 12:38,1.65,12935.0,United Kingdom
554009,22061,LARGE CAKE STAND  HANGING STRAWBERY,4,5/20/2011 12:38,9.95,12935.0,United Kingdom
554009,21936,RED RETROSPOT PICNIC BAG,5,5/20/2011 12:38,2.95,12935.0,United Kingdom
554009,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,5/20/2011 12:38,1.65,12935.0,United Kingdom
554009,22090,PAPER BUNTING RETROSPOT,12,5/20/2011 12:38,2.95,12935.0,United Kingdom
554009,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,5/20/2011 12:38,1.25,12935.0,United Kingdom
554009,22961,JAM MAKING SET PRINTED,12,5/20/2011 12:38,1.45,12935.0,United Kingdom
554009,22960,JAM MAKING SET WITH JARS,6,5/20/2011 12:38,4.25,12935.0,United Kingdom
554009,84991,60 TEATIME FAIRY CAKE CASES,24,5/20/2011 12:38,0.55,12935.0,United Kingdom
554009,71459,HANGING JAM JAR T-LIGHT HOLDER,12,5/20/2011 12:38,0.85,12935.0,United Kingdom
C554010,POST,POSTAGE,-1,5/20/2011 12:44,75.0,17940.0,United Kingdom
C554011,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-2,5/20/2011 12:55,3.75,13151.0,United Kingdom
C554012,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-2,5/20/2011 12:56,4.95,15125.0,United Kingdom
C554012,22429,ENAMEL MEASURING JUG CREAM,-2,5/20/2011 12:56,4.25,15125.0,United Kingdom
554013,22569,FELTCRAFT CUSHION BUTTERFLY,4,5/20/2011 13:13,3.75,13308.0,United Kingdom
554013,22568,FELTCRAFT CUSHION OWL,4,5/20/2011 13:13,3.75,13308.0,United Kingdom
554013,22147,FELTCRAFT BUTTERFLY HEARTS,12,5/20/2011 13:13,1.45,13308.0,United Kingdom
554013,22271,FELTCRAFT DOLL ROSIE,6,5/20/2011 13:13,2.95,13308.0,United Kingdom
554013,22274,FELTCRAFT DOLL EMILY,6,5/20/2011 13:13,2.95,13308.0,United Kingdom
554013,22149,FELTCRAFT 6 FLOWER FRIENDS,6,5/20/2011 13:13,2.1,13308.0,United Kingdom
554013,22077,6 RIBBONS RUSTIC CHARM,12,5/20/2011 13:13,1.65,13308.0,United Kingdom
554013,23299,FOOD COVER WITH BEADS SET 2 ,6,5/20/2011 13:13,3.75,13308.0,United Kingdom
554013,22427,ENAMEL FLOWER JUG CREAM,3,5/20/2011 13:13,5.95,13308.0,United Kingdom
554013,23184,BULL DOG BOTTLE OPENER,36,5/20/2011 13:13,4.15,13308.0,United Kingdom
554013,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,12,5/20/2011 13:13,6.25,13308.0,United Kingdom
554013,22178,VICTORIAN GLASS HANGING T-LIGHT,12,5/20/2011 13:13,1.25,13308.0,United Kingdom
554013,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,5/20/2011 13:13,2.75,13308.0,United Kingdom
554013,71053,WHITE METAL LANTERN,4,5/20/2011 13:13,3.75,13308.0,United Kingdom
554013,23111,PARISIENNE SEWING BOX,8,5/20/2011 13:13,10.4,13308.0,United Kingdom
554013,23109,LED TEA LIGHTS,8,5/20/2011 13:13,2.89,13308.0,United Kingdom
554013,23170,REGENCY TEA PLATE ROSES ,12,5/20/2011 13:13,1.65,13308.0,United Kingdom
554013,22699,ROSES REGENCY TEACUP AND SAUCER ,6,5/20/2011 13:13,2.95,13308.0,United Kingdom
554013,22507,MEMO BOARD RETROSPOT  DESIGN,4,5/20/2011 13:13,4.95,13308.0,United Kingdom
554013,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,5/20/2011 13:13,1.25,13308.0,United Kingdom
554013,23165,LARGE CERAMIC TOP STORAGE JAR,12,5/20/2011 13:13,1.65,13308.0,United Kingdom
554013,22090,PAPER BUNTING RETROSPOT,6,5/20/2011 13:13,2.95,13308.0,United Kingdom
554013,22089,PAPER BUNTING VINTAGE PAISLEY,6,5/20/2011 13:13,2.95,13308.0,United Kingdom
554013,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,5/20/2011 13:13,4.95,13308.0,United Kingdom
554013,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,5/20/2011 13:13,0.21,13308.0,United Kingdom
554013,22570,FELTCRAFT CUSHION RABBIT,4,5/20/2011 13:13,3.75,13308.0,United Kingdom
554014,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,5/20/2011 13:13,0.95,13856.0,United Kingdom
554014,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,5/20/2011 13:13,0.85,13856.0,United Kingdom
554014,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,5/20/2011 13:13,0.85,13856.0,United Kingdom
554014,20723,STRAWBERRY CHARLOTTE BAG,10,5/20/2011 13:13,0.85,13856.0,United Kingdom
554014,79000,MOROCCAN TEA GLASS,36,5/20/2011 13:13,0.85,13856.0,United Kingdom
554014,21925,UNION STRIPE CUSHION COVER ,12,5/20/2011 13:13,1.25,13856.0,United Kingdom
554014,20724,RED RETROSPOT CHARLOTTE BAG,10,5/20/2011 13:13,0.85,13856.0,United Kingdom
554015,48138,DOORMAT UNION FLAG,2,5/20/2011 13:14,7.95,17644.0,United Kingdom
554015,20685,DOORMAT RED RETROSPOT,2,5/20/2011 13:14,7.95,17644.0,United Kingdom
554015,48194,DOORMAT HEARTS,2,5/20/2011 13:14,7.95,17644.0,United Kingdom
554015,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,5/20/2011 13:14,3.29,17644.0,United Kingdom
554015,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,5/20/2011 13:14,1.45,17644.0,United Kingdom
554015,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,5/20/2011 13:14,1.25,17644.0,United Kingdom
554015,23298,SPOTTY BUNTING,3,5/20/2011 13:14,4.95,17644.0,United Kingdom
554015,21844,RED RETROSPOT MUG,6,5/20/2011 13:14,2.95,17644.0,United Kingdom
554015,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,5/20/2011 13:14,0.29,17644.0,United Kingdom
554015,22045,SPACEBOY GIFT WRAP,25,5/20/2011 13:14,0.42,17644.0,United Kingdom
554015,22708,WRAP DOLLY GIRL,25,5/20/2011 13:14,0.42,17644.0,United Kingdom
554015,22029,SPACEBOY BIRTHDAY CARD,12,5/20/2011 13:14,0.42,17644.0,United Kingdom
554015,22712,CARD DOLLY GIRL ,12,5/20/2011 13:14,0.42,17644.0,United Kingdom
554015,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,5/20/2011 13:14,1.65,17644.0,United Kingdom
554015,22568,FELTCRAFT CUSHION OWL,4,5/20/2011 13:14,3.75,17644.0,United Kingdom
554015,22569,FELTCRAFT CUSHION BUTTERFLY,4,5/20/2011 13:14,3.75,17644.0,United Kingdom
554015,22570,FELTCRAFT CUSHION RABBIT,4,5/20/2011 13:14,3.75,17644.0,United Kingdom
554015,22385,JUMBO BAG SPACEBOY DESIGN,10,5/20/2011 13:14,2.08,17644.0,United Kingdom
554015,22382,LUNCH BAG SPACEBOY DESIGN ,10,5/20/2011 13:14,1.65,17644.0,United Kingdom
554015,84880,WHITE WIRE EGG HOLDER,3,5/20/2011 13:14,7.5,17644.0,United Kingdom
554015,47566,PARTY BUNTING,4,5/20/2011 13:14,4.95,17644.0,United Kingdom
554015,21936,RED RETROSPOT PICNIC BAG,5,5/20/2011 13:14,2.95,17644.0,United Kingdom
554015,21754,HOME BUILDING BLOCK WORD,3,5/20/2011 13:14,5.95,17644.0,United Kingdom
554015,20724,RED RETROSPOT CHARLOTTE BAG,10,5/20/2011 13:14,0.85,17644.0,United Kingdom
554015,85099B,JUMBO BAG RED RETROSPOT,10,5/20/2011 13:14,2.08,17644.0,United Kingdom
554015,23118,PARISIENNE JEWELLERY DRAWER ,2,5/20/2011 13:14,7.5,17644.0,United Kingdom
554015,22784,LANTERN CREAM GAZEBO ,3,5/20/2011 13:14,4.95,17644.0,United Kingdom
554016,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,5/20/2011 13:14,0.85,13243.0,United Kingdom
554016,22474,SPACEBOY TV DINNER TRAY,3,5/20/2011 13:14,4.95,13243.0,United Kingdom
554016,22472,TV DINNER TRAY DOLLY GIRL,3,5/20/2011 13:14,4.95,13243.0,United Kingdom
554016,20674,GREEN POLKADOT BOWL,12,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,20675,BLUE POLKADOT BOWL,12,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,22977,DOLLY GIRL CHILDRENS EGG CUP,6,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,22975,SPACEBOY CHILDRENS EGG CUP,6,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,82482,WOODEN PICTURE FRAME WHITE FINISH,3,5/20/2011 13:14,2.55,13243.0,United Kingdom
554016,22089,PAPER BUNTING VINTAGE PAISLEY,4,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,22088,PAPER BUNTING COLOURED LACE,4,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,21930,JUMBO STORAGE BAG SKULLS,2,5/20/2011 13:14,2.08,13243.0,United Kingdom
554016,23201,JUMBO BAG ALPHABET,4,5/20/2011 13:14,2.08,13243.0,United Kingdom
554016,22294,HEART FILIGREE DOVE  SMALL,1,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,22839,3 TIER CAKE TIN GREEN AND CREAM,1,5/20/2011 13:14,14.95,13243.0,United Kingdom
554016,22385,JUMBO BAG SPACEBOY DESIGN,2,5/20/2011 13:14,2.08,13243.0,United Kingdom
554016,20712,JUMBO BAG WOODLAND ANIMALS,2,5/20/2011 13:14,2.08,13243.0,United Kingdom
554016,20677,PINK POLKADOT BOWL,8,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,22296,HEART IVORY TRELLIS LARGE,3,5/20/2011 13:14,1.65,13243.0,United Kingdom
554016,21389,IVORY HANGING DECORATION  BIRD,2,5/20/2011 13:14,0.85,13243.0,United Kingdom
554016,20676,RED RETROSPOT BOWL,12,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,21828,EIGHT PIECE SNAKE  SET,1,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,84997D,CHILDRENS CUTLERY POLKADOT PINK,5,5/20/2011 13:14,4.15,13243.0,United Kingdom
554016,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,5/20/2011 13:14,4.15,13243.0,United Kingdom
554016,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,6,5/20/2011 13:14,4.15,13243.0,United Kingdom
554016,23200,JUMBO BAG PEARS,2,5/20/2011 13:14,2.08,13243.0,United Kingdom
554016,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,5/20/2011 13:14,4.15,13243.0,United Kingdom
554016,23298,SPOTTY BUNTING,4,5/20/2011 13:14,4.95,13243.0,United Kingdom
554016,22156,HEART DECORATION WITH PEARLS ,6,5/20/2011 13:14,0.85,13243.0,United Kingdom
554016,22602,RETROSPOT WOODEN HEART DECORATION,6,5/20/2011 13:14,0.85,13243.0,United Kingdom
554016,22083,PAPER CHAIN KIT RETROSPOT,4,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,21389,IVORY HANGING DECORATION  BIRD,8,5/20/2011 13:14,0.85,13243.0,United Kingdom
554016,21871,SAVE THE PLANET MUG,6,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,21916,SET 12 RETRO WHITE CHALK STICKS,6,5/20/2011 13:14,0.42,13243.0,United Kingdom
554016,21056,DOCTOR'S BAG SOFT TOY,2,5/20/2011 13:14,8.95,13243.0,United Kingdom
554016,22090,PAPER BUNTING RETROSPOT,4,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,5/20/2011 13:14,12.75,13243.0,United Kingdom
554016,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,5/20/2011 13:14,8.5,13243.0,United Kingdom
554016,22457,NATURAL SLATE HEART CHALKBOARD ,6,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,6,5/20/2011 13:14,0.79,13243.0,United Kingdom
554016,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,5/20/2011 13:14,4.15,13243.0,United Kingdom
554016,23256,CHILDRENS CUTLERY SPACEBOY ,4,5/20/2011 13:14,4.15,13243.0,United Kingdom
554016,21172,PARTY METAL SIGN ,6,5/20/2011 13:14,1.45,13243.0,United Kingdom
554016,22839,3 TIER CAKE TIN GREEN AND CREAM,1,5/20/2011 13:14,14.95,13243.0,United Kingdom
554016,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,5/20/2011 13:14,12.75,13243.0,United Kingdom
554016,22315,200 RED + WHITE BENDY STRAWS,1,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,5/20/2011 13:14,2.95,13243.0,United Kingdom
554016,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,5/20/2011 13:14,4.25,13243.0,United Kingdom
554016,22973,CHILDREN'S CIRCUS PARADE MUG,6,5/20/2011 13:14,1.65,13243.0,United Kingdom
554016,22617,BAKING SET SPACEBOY DESIGN,2,5/20/2011 13:14,4.95,13243.0,United Kingdom
554016,22138,BAKING SET 9 PIECE RETROSPOT ,2,5/20/2011 13:14,4.95,13243.0,United Kingdom
554016,22993,SET OF 4 PANTRY JELLY MOULDS,2,5/20/2011 13:14,1.25,13243.0,United Kingdom
554016,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,5/20/2011 13:14,12.75,13243.0,United Kingdom
554016,22992,REVOLVER WOODEN RULER ,3,5/20/2011 13:14,1.95,13243.0,United Kingdom
554016,22991,GIRAFFE WOODEN RULER,3,5/20/2011 13:14,1.95,13243.0,United Kingdom
554016,22085,PAPER CHAIN KIT SKULLS ,3,5/20/2011 13:14,2.95,13243.0,United Kingdom
554017,22520,,-101,5/20/2011 13:15,0.0,,United Kingdom
554018,23284,DOORMAT KEEP CALM AND COME IN,2,5/20/2011 13:15,7.95,17644.0,United Kingdom
554018,23283,DOORMAT VINTAGE LEAVES DESIGN ,2,5/20/2011 13:15,7.95,17644.0,United Kingdom
554018,23202,JUMBO BAG VINTAGE LEAF,10,5/20/2011 13:15,1.95,17644.0,United Kingdom
554018,23203,JUMBO BAG DOILEY PATTERNS,10,5/20/2011 13:15,1.95,17644.0,United Kingdom
554018,23205,CHARLOTTE BAG ALPHABET  DESIGN,10,5/20/2011 13:15,0.85,17644.0,United Kingdom
554019,21714,CITRONELLA CANDLE GARDEN POT,12,5/20/2011 13:16,1.25,17591.0,United Kingdom
554019,22925,BLUE GIANT GARDEN THERMOMETER,2,5/20/2011 13:16,5.95,17591.0,United Kingdom
554019,22928,YELLOW GIANT GARDEN THERMOMETER,2,5/20/2011 13:16,5.95,17591.0,United Kingdom
554019,22927,GREEN GIANT GARDEN THERMOMETER,2,5/20/2011 13:16,5.95,17591.0,United Kingdom
554019,21175,GIN + TONIC DIET METAL SIGN,24,5/20/2011 13:16,2.55,17591.0,United Kingdom
554019,21166,COOK WITH WINE METAL SIGN ,24,5/20/2011 13:16,2.08,17591.0,United Kingdom
554019,21907,I'M ON HOLIDAY METAL SIGN,12,5/20/2011 13:16,2.1,17591.0,United Kingdom
554019,21903,MAN FLU METAL SIGN,12,5/20/2011 13:16,2.1,17591.0,United Kingdom
554019,82583,HOT BATHS METAL SIGN,24,5/20/2011 13:16,2.1,17591.0,United Kingdom
554019,82600,NO SINGING METAL SIGN,24,5/20/2011 13:16,2.1,17591.0,United Kingdom
554019,22727,ALARM CLOCK BAKELIKE RED ,4,5/20/2011 13:16,3.75,17591.0,United Kingdom
554019,22729,ALARM CLOCK BAKELIKE ORANGE,4,5/20/2011 13:16,3.75,17591.0,United Kingdom
554019,22730,ALARM CLOCK BAKELIKE IVORY,4,5/20/2011 13:16,3.75,17591.0,United Kingdom
554019,22191,IVORY DINER WALL CLOCK,2,5/20/2011 13:16,8.5,17591.0,United Kingdom
554019,22192,BLUE DINER WALL CLOCK,2,5/20/2011 13:16,8.5,17591.0,United Kingdom
554019,22193,RED DINER WALL CLOCK,2,5/20/2011 13:16,8.5,17591.0,United Kingdom
554019,22918,HERB MARKER PARSLEY,12,5/20/2011 13:16,0.65,17591.0,United Kingdom
554019,22919,HERB MARKER MINT,12,5/20/2011 13:16,0.65,17591.0,United Kingdom
554019,22920,HERB MARKER BASIL,12,5/20/2011 13:16,0.65,17591.0,United Kingdom
554019,22921,HERB MARKER CHIVES ,12,5/20/2011 13:16,0.65,17591.0,United Kingdom
554019,22916,HERB MARKER THYME,12,5/20/2011 13:16,0.65,17591.0,United Kingdom
554019,22917,HERB MARKER ROSEMARY,12,5/20/2011 13:16,0.65,17591.0,United Kingdom
554020,22518,,-30,5/20/2011 13:17,0.0,,United Kingdom
554021,20886,,-65,5/20/2011 13:18,0.0,,United Kingdom
554022,20886,,10,5/20/2011 13:19,0.0,,United Kingdom
554023,82613B,,-71,5/20/2011 13:20,0.0,,United Kingdom
554024,20998,,-11,5/20/2011 13:21,0.0,,United Kingdom
554026,23170,REGENCY TEA PLATE ROSES ,48,5/20/2011 13:34,1.45,13324.0,United Kingdom
554026,23172,REGENCY TEA PLATE PINK,48,5/20/2011 13:34,1.45,13324.0,United Kingdom
554026,23171,REGENCY TEA PLATE GREEN ,48,5/20/2011 13:34,1.45,13324.0,United Kingdom
554026,22697,GREEN REGENCY TEACUP AND SAUCER,24,5/20/2011 13:34,2.55,13324.0,United Kingdom
554026,22316,200 BENDY SKULL STRAWS,192,5/20/2011 13:34,1.06,13324.0,United Kingdom
554026,22423,REGENCY CAKESTAND 3 TIER,16,5/20/2011 13:34,10.95,13324.0,United Kingdom
C554025,20795,LARGE BLUE PROVENCAL CERAMIC BALL,-5,5/20/2011 13:34,2.1,14565.0,United Kingdom
554027,23087,ZINC  HEART T-LIGHT HOLDER,16,5/20/2011 13:40,1.25,15260.0,United Kingdom
554027,23088,ZINC HEART FLOWER T-LIGHT HOLDER,16,5/20/2011 13:40,1.25,15260.0,United Kingdom
554027,23108,SET OF 10 LED DOLLY LIGHTS,10,5/20/2011 13:40,6.25,15260.0,United Kingdom
554027,23110,PARISIENNE KEY CABINET ,2,5/20/2011 13:40,5.75,15260.0,United Kingdom
