InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
580136,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,12/1/2011 19:42,3.75,17841.0,United Kingdom
580136,22273,FELTCRAFT DOLL MOLLY,1,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,23126,FELTCRAFT GIRL AMELIE KIT,1,12/1/2011 19:42,4.95,17841.0,United Kingdom
580136,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,23080,RED METAL BOX TOP SECRET,3,12/1/2011 19:42,8.25,17841.0,United Kingdom
580136,22571,ROCKING HORSE RED CHRISTMAS ,6,12/1/2011 19:42,0.85,17841.0,United Kingdom
580136,22595,GINGHAM HEART DECORATION,2,12/1/2011 19:42,0.85,17841.0,United Kingdom
580136,23217,LAUREL HEART ANTIQUE SILVER,2,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23216,LAUREL HEART ANTIQUE GOLD,2,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23212,HEART WREATH DECORATION WITH BELL,3,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23103,JINGLE BELL HEART DECORATION,4,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,22602,RETROSPOT WOODEN HEART DECORATION,2,12/1/2011 19:42,0.85,17841.0,United Kingdom
580136,23224,CHERUB HEART DECORATION GOLD,11,12/1/2011 19:42,0.83,17841.0,United Kingdom
580136,23225,CHERUB HEART DECORATION SILVER ,4,12/1/2011 19:42,0.83,17841.0,United Kingdom
580136,22621,TRADITIONAL KNITTING NANCY,2,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,71270,PHOTO CLIP LINE,1,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,47422,ASSORTED MONKEY SUCTION CUP HOOK,1,12/1/2011 19:42,0.42,17841.0,United Kingdom
580136,21982,PACK OF 12 SUKI TISSUES ,1,12/1/2011 19:42,0.39,17841.0,United Kingdom
580136,21162,TOXIC AREA  DOOR HANGER ,1,12/1/2011 19:42,0.39,17841.0,United Kingdom
580136,23223,CHRISTMAS TREE HANGING SILVER ,7,12/1/2011 19:42,0.83,17841.0,United Kingdom
580136,23219,LAUREL STAR ANTIQUE SILVER ,4,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23218,LAUREL STAR ANTIQUE GOLD,4,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23210,WHITE ROCKING HORSE HAND PAINTED,3,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,22621,TRADITIONAL KNITTING NANCY,1,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,85199S,SMALL HANGING IVORY/RED WOOD BIRD,7,12/1/2011 19:42,0.42,17841.0,United Kingdom
580136,82581,TOILET METAL SIGN,2,12/1/2011 19:42,0.55,17841.0,United Kingdom
580136,82580,BATHROOM METAL SIGN,3,12/1/2011 19:42,0.55,17841.0,United Kingdom
580136,22439,6 ROCKET BALLOONS ,10,12/1/2011 19:42,0.65,17841.0,United Kingdom
580136,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,12/1/2011 19:42,2.1,17841.0,United Kingdom
580136,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,12/1/2011 19:42,2.1,17841.0,United Kingdom
580136,22464,HANGING METAL HEART LANTERN,1,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,20794,BLUE  TILE HOOK,2,12/1/2011 19:42,2.55,17841.0,United Kingdom
580136,79160,HEART SHAPE WIRELESS DOORBELL,2,12/1/2011 19:42,2.1,17841.0,United Kingdom
580136,23111,PARISIENNE SEWING BOX,2,12/1/2011 19:42,12.5,17841.0,United Kingdom
580136,22804,PINK HANGING HEART T-LIGHT HOLDER,1,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22517,CHILDS GARDEN RAKE PINK,1,12/1/2011 19:42,2.1,17841.0,United Kingdom
580136,22515,CHILDS GARDEN SPADE PINK,1,12/1/2011 19:42,2.1,17841.0,United Kingdom
580136,21629,SQUARE FLOOR CUSHION VINTAGE RED,1,12/1/2011 19:42,7.95,17841.0,United Kingdom
580136,23073,GEORGIAN TRINKET BOX,1,12/1/2011 19:42,12.5,17841.0,United Kingdom
580136,21629,SQUARE FLOOR CUSHION VINTAGE RED,1,12/1/2011 19:42,7.95,17841.0,United Kingdom
580136,72741,GRAND CHOCOLATECANDLE,9,12/1/2011 19:42,1.45,17841.0,United Kingdom
580136,22175,PINK OWL SOFT TOY,3,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,21927,BLUE/CREAM STRIPE CUSHION COVER ,10,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,84510C,SET OF 4 POLKADOT COASTERS,1,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,84519B,CARROT CHARLIE+LOLA COASTER SET,2,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,84519A,TOMATO CHARLIE+LOLA COASTER SET,2,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,22221,CAKE STAND LOVEBIRD 2 TIER PINK,1,12/1/2011 19:42,9.95,17841.0,United Kingdom
580136,23576,SNACK TRAY RED VINTAGE DOILY,1,12/1/2011 19:42,1.95,17841.0,United Kingdom
580136,22766,PHOTO FRAME CORNICE,1,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22041,"RECORD FRAME 7"" SINGLE SIZE ",1,12/1/2011 19:42,2.55,17841.0,United Kingdom
580136,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,22419,LIPSTICK PEN RED,1,12/1/2011 19:42,0.42,17841.0,United Kingdom
580136,22995,TRAVEL CARD WALLET SUKI,4,12/1/2011 19:42,0.42,17841.0,United Kingdom
580136,22419,LIPSTICK PEN RED,1,12/1/2011 19:42,0.42,17841.0,United Kingdom
580136,85114A,BLACK ENCHANTED FOREST PLACEMAT,8,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,22475,SKULL DESIGN TV DINNER TRAY,1,12/1/2011 19:42,4.95,17841.0,United Kingdom
580136,47563A,RETRO LONGBOARD IRONING BOARD COVER,2,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,20794,BLUE  TILE HOOK,1,12/1/2011 19:42,2.55,17841.0,United Kingdom
580136,21976,PACK OF 60 MUSHROOM CAKE CASES,1,12/1/2011 19:42,0.55,17841.0,United Kingdom
580136,21242,RED RETROSPOT PLATE ,1,12/1/2011 19:42,1.69,17841.0,United Kingdom
580136,21243,PINK POLKADOT PLATE ,2,12/1/2011 19:42,1.69,17841.0,United Kingdom
580136,21155,RED RETROSPOT PEG BAG,1,12/1/2011 19:42,2.55,17841.0,United Kingdom
580136,22222,CAKE PLATE LOVEBIRD WHITE,1,12/1/2011 19:42,4.95,17841.0,United Kingdom
580136,84971S,SMALL HEART FLOWERS HOOK ,4,12/1/2011 19:42,0.85,17841.0,United Kingdom
580136,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,12/1/2011 19:42,3.95,17841.0,United Kingdom
580136,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,12/1/2011 19:42,0.85,17841.0,United Kingdom
580136,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22212,FOUR HOOK  WHITE LOVEBIRDS,1,12/1/2011 19:42,2.1,17841.0,United Kingdom
580136,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23263,SET OF 3 WOODEN HEART DECORATIONS,12,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23265,SET OF 3 WOODEN TREE DECORATIONS,12,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,23266,SET OF 3 WOODEN STOCKING DECORATION,12,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,22886,NUMBER TILE VINTAGE FONT 7,1,12/1/2011 19:42,1.95,17841.0,United Kingdom
580136,22882,NUMBER TILE VINTAGE FONT 3,1,12/1/2011 19:42,1.95,17841.0,United Kingdom
580136,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,23404,HOME SWEET HOME BLACKBOARD,2,12/1/2011 19:42,4.95,17841.0,United Kingdom
580136,22794,SWEETHEART WIRE MAGAZINE RACK,1,12/1/2011 19:42,7.95,17841.0,United Kingdom
580136,22405,MONEY BOX POCKET MONEY DESIGN,1,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,82494L,WOODEN FRAME ANTIQUE WHITE ,1,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22629,SPACEBOY LUNCH BOX ,1,12/1/2011 19:42,1.95,17841.0,United Kingdom
580136,20931,BLUE POT PLANT CANDLE ,1,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22696,WICKER WREATH LARGE,1,12/1/2011 19:42,1.95,17841.0,United Kingdom
580136,22839,3 TIER CAKE TIN GREEN AND CREAM,1,12/1/2011 19:42,14.95,17841.0,United Kingdom
580136,20724,RED RETROSPOT CHARLOTTE BAG,6,12/1/2011 19:42,0.85,17841.0,United Kingdom
580136,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22457,NATURAL SLATE HEART CHALKBOARD ,7,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22807,SET OF 6 T-LIGHTS TOADSTOOLS,4,12/1/2011 19:42,2.95,17841.0,United Kingdom
580136,22469,HEART OF WICKER SMALL,5,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,23321,SMALL WHITE HEART OF WICKER,5,12/1/2011 19:42,1.65,17841.0,United Kingdom
580136,85053,FRENCH ENAMEL CANDLEHOLDER,8,12/1/2011 19:42,2.1,17841.0,United Kingdom
580136,23263,SET OF 3 WOODEN HEART DECORATIONS,10,12/1/2011 19:42,1.25,17841.0,United Kingdom
580136,84849D,HOT BATHS SOAP HOLDER,2,12/1/2011 19:42,1.69,17841.0,United Kingdom
580137,21731,RED TOADSTOOL LED NIGHT LIGHT,4,12/1/2011 19:54,1.65,17566.0,United Kingdom
580137,23084,RABBIT NIGHT LIGHT,3,12/1/2011 19:54,2.08,17566.0,United Kingdom
580137,23371,SET 36 COLOUR PENCILS SPACEBOY ,3,12/1/2011 19:54,1.25,17566.0,United Kingdom
580137,22197,POPCORN HOLDER,2,12/1/2011 19:54,0.85,17566.0,United Kingdom
580137,23525,WALL ART BUFFALO BILL ,1,12/1/2011 19:54,3.75,17566.0,United Kingdom
580137,23527,WALL ART ANIMALS AND NATURE ,1,12/1/2011 19:54,3.75,17566.0,United Kingdom
580137,23524,WALL ART HORSE & PONY ,2,12/1/2011 19:54,3.75,17566.0,United Kingdom
580137,23575,SNACK TRAY PAISLEY PARK,8,12/1/2011 19:54,1.95,17566.0,United Kingdom
580137,23301,GARDENERS KNEELING PAD KEEP CALM ,1,12/1/2011 19:54,1.65,17566.0,United Kingdom
580137,22920,HERB MARKER BASIL,1,12/1/2011 19:54,0.65,17566.0,United Kingdom
580137,22921,HERB MARKER CHIVES ,1,12/1/2011 19:54,0.65,17566.0,United Kingdom
580137,22917,HERB MARKER ROSEMARY,1,12/1/2011 19:54,0.65,17566.0,United Kingdom
580137,22916,HERB MARKER THYME,1,12/1/2011 19:54,0.65,17566.0,United Kingdom
580137,22919,HERB MARKER MINT,1,12/1/2011 19:54,0.65,17566.0,United Kingdom
580137,22918,HERB MARKER PARSLEY,1,12/1/2011 19:54,0.65,17566.0,United Kingdom
580137,21484,CHICK GREY HOT WATER BOTTLE,1,12/1/2011 19:54,4.25,17566.0,United Kingdom
580137,22113,GREY HEART HOT WATER BOTTLE,1,12/1/2011 19:54,4.25,17566.0,United Kingdom
580137,23241,TREASURE TIN GYMKHANA DESIGN,2,12/1/2011 19:54,2.08,17566.0,United Kingdom
580137,21733,RED HANGING HEART T-LIGHT HOLDER,5,12/1/2011 19:54,2.95,17566.0,United Kingdom
580137,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,12/1/2011 19:54,2.95,17566.0,United Kingdom
580137,85034C,3 ROSE MORRIS BOXED CANDLES,1,12/1/2011 19:54,4.25,17566.0,United Kingdom
580137,23390,DOLLY GIRL MINI BACKPACK,1,12/1/2011 19:54,4.15,17566.0,United Kingdom
580137,22835,HOT WATER BOTTLE I AM SO POORLY,1,12/1/2011 19:54,4.95,17566.0,United Kingdom
580137,23454,THREE MINI HANGING FRAMES,1,12/1/2011 19:54,4.15,17566.0,United Kingdom
580137,21731,RED TOADSTOOL LED NIGHT LIGHT,1,12/1/2011 19:54,1.65,17566.0,United Kingdom
580137,22138,BAKING SET 9 PIECE RETROSPOT ,1,12/1/2011 19:54,4.95,17566.0,United Kingdom
580137,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,12/1/2011 19:54,2.95,17566.0,United Kingdom
580137,23575,SNACK TRAY PAISLEY PARK,2,12/1/2011 19:54,1.95,17566.0,United Kingdom
580137,85152,HAND OVER THE CHOCOLATE   SIGN ,1,12/1/2011 19:54,2.1,17566.0,United Kingdom
580137,21174,POTTERING IN THE SHED METAL SIGN,1,12/1/2011 19:54,2.08,17566.0,United Kingdom
580137,85053,FRENCH ENAMEL CANDLEHOLDER,1,12/1/2011 19:54,2.1,17566.0,United Kingdom
580137,23408,PHOTO FRAME LINEN AND LACE SMALL,1,12/1/2011 19:54,2.08,17566.0,United Kingdom
580137,22178,VICTORIAN GLASS HANGING T-LIGHT,2,12/1/2011 19:54,1.95,17566.0,United Kingdom
580137,22479,DAISY GARDEN MARKER,3,12/1/2011 19:54,1.25,17566.0,United Kingdom
580137,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,12/1/2011 19:54,4.95,17566.0,United Kingdom
580137,23084,RABBIT NIGHT LIGHT,6,12/1/2011 19:54,2.08,17566.0,United Kingdom
580137,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,12/1/2011 19:54,5.95,17566.0,United Kingdom
580137,22464,HANGING METAL HEART LANTERN,2,12/1/2011 19:54,1.65,17566.0,United Kingdom
580137,21534,DAIRY MAID LARGE MILK JUG,1,12/1/2011 19:54,4.95,17566.0,United Kingdom
580137,85053,FRENCH ENAMEL CANDLEHOLDER,1,12/1/2011 19:54,2.1,17566.0,United Kingdom
580137,22364,GLASS JAR DIGESTIVE BISCUITS,1,12/1/2011 19:54,2.95,17566.0,United Kingdom
580137,22358,KINGS CHOICE TEA CADDY ,1,12/1/2011 19:54,2.95,17566.0,United Kingdom
580137,23245,SET OF 3 REGENCY CAKE TINS,1,12/1/2011 19:54,4.95,17566.0,United Kingdom
580137,22197,POPCORN HOLDER,20,12/1/2011 19:54,0.85,17566.0,United Kingdom
580137,22605,WOODEN CROQUET GARDEN SET,1,12/1/2011 19:54,14.95,17566.0,United Kingdom
580137,21166,COOK WITH WINE METAL SIGN ,4,12/1/2011 19:54,2.08,17566.0,United Kingdom
580137,82583,HOT BATHS METAL SIGN,3,12/1/2011 19:54,2.1,17566.0,United Kingdom
580137,82551,LAUNDRY 15C METAL SIGN,4,12/1/2011 19:54,1.45,17566.0,United Kingdom
580137,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,6,12/1/2011 19:54,0.83,17566.0,United Kingdom
580137,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,12/1/2011 19:54,0.83,17566.0,United Kingdom
580137,20676,RED RETROSPOT BOWL,1,12/1/2011 19:54,1.25,17566.0,United Kingdom
580137,22728,ALARM CLOCK BAKELIKE PINK,1,12/1/2011 19:54,3.75,17566.0,United Kingdom
580137,22217,T-LIGHT HOLDER HANGING LACE,6,12/1/2011 19:54,1.25,17566.0,United Kingdom
580137,22630,DOLLY GIRL LUNCH BOX,1,12/1/2011 19:54,1.95,17566.0,United Kingdom
