InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
551274,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,4/27/2011 12:57,0.42,14235.0,United Kingdom
551274,22535,MAGIC DRAWING SLATE BUNNIES ,24,4/27/2011 12:57,0.42,14235.0,United Kingdom
551274,22621,TRADITIONAL KNITTING NANCY,12,4/27/2011 12:57,1.65,14235.0,United Kingdom
551274,22759,SET OF 3 NOTEBOOKS IN PARCEL,24,4/27/2011 12:57,1.65,14235.0,United Kingdom
551274,21232,STRAWBERRY CERAMIC TRINKET BOX,12,4/27/2011 12:57,1.25,14235.0,United Kingdom
551274,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,4/27/2011 12:57,2.95,14235.0,United Kingdom
551274,21770,OPEN CLOSED METAL SIGN,2,4/27/2011 12:57,4.95,14235.0,United Kingdom
551274,22672,FRENCH BATHROOM SIGN BLUE METAL,12,4/27/2011 12:57,1.65,14235.0,United Kingdom
551274,22674,FRENCH TOILET SIGN BLUE METAL,12,4/27/2011 12:57,1.25,14235.0,United Kingdom
551274,22675,FRENCH KITCHEN SIGN BLUE METAL,12,4/27/2011 12:57,1.25,14235.0,United Kingdom
551274,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,4/27/2011 12:57,0.95,14235.0,United Kingdom
551274,22294,HEART FILIGREE DOVE  SMALL,24,4/27/2011 12:57,1.25,14235.0,United Kingdom
551275,23010,CIRCUS PARADE BABY GIFT SET,1,4/27/2011 13:03,16.95,13285.0,United Kingdom
551275,23008,DOLLY GIRL BABY GIFT SET,1,4/27/2011 13:03,16.95,13285.0,United Kingdom
551275,23007, SPACEBOY BABY GIFT SET,1,4/27/2011 13:03,16.95,13285.0,United Kingdom
551275,22712,CARD DOLLY GIRL ,12,4/27/2011 13:03,0.42,13285.0,United Kingdom
551275,23201,JUMBO BAG ALPHABET,10,4/27/2011 13:03,2.08,13285.0,United Kingdom
551275,23199,JUMBO BAG APPLES,10,4/27/2011 13:03,2.08,13285.0,United Kingdom
551275,23207,LUNCH BAG ALPHABET DESIGN,10,4/27/2011 13:03,1.65,13285.0,United Kingdom
551275,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,4/27/2011 13:03,1.65,13285.0,United Kingdom
551275,23206,LUNCH BAG APPLE DESIGN,10,4/27/2011 13:03,1.65,13285.0,United Kingdom
551275,23204,CHARLOTTE BAG APPLES DESIGN,10,4/27/2011 13:03,0.85,13285.0,United Kingdom
551275,23205,CHARLOTTE BAG ALPHABET  DESIGN,10,4/27/2011 13:03,0.85,13285.0,United Kingdom
