InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540026,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,4,1/4/2011 13:25,1.66,,United Kingdom
540026,35961,FOLKART ZINC HEART CHRISTMAS DEC,1,1/4/2011 13:25,1.66,,United Kingdom
540026,35965,FOLKART HEART NAPKIN RINGS,2,1/4/2011 13:25,3.36,,United Kingdom
540026,35967,FOLK ART METAL STAR T-LIGHT HOLDER,2,1/4/2011 13:25,1.66,,United Kingdom
540026,37342,POLKADOT COFFEE CUP & SAUCER PINK,6,1/4/2011 13:25,2.51,,United Kingdom
540026,37482P,CUBIC MUG PINK POLKADOT,1,1/4/2011 13:25,5.91,,United Kingdom
540026,46118,FUNKY MONKEY CUSHION COVER,2,1/4/2011 13:25,3.36,,United Kingdom
540026,47310M,"SMALL POP BOX,FUNKY MONKEY",7,1/4/2011 13:25,1.66,,United Kingdom
540026,47367B,PAIR PADDED HANGERS PINK CHECK,1,1/4/2011 13:25,3.36,,United Kingdom
540026,47504K,ENGLISH ROSE GARDEN SECATEURS,5,1/4/2011 13:25,3.36,,United Kingdom
540026,47566,PARTY BUNTING,1,1/4/2011 13:25,8.47,,United Kingdom
540026,47585A,PINK FAIRY CAKE CUSHION COVER,2,1/4/2011 13:25,4.21,,United Kingdom
540026,47591B,SCOTTIES CHILDRENS APRON,5,1/4/2011 13:25,1.66,,United Kingdom
540026,47593B,SCOTTIE DOGS BABY BIB,1,1/4/2011 13:25,0.85,,United Kingdom
540026,47594A,CAROUSEL DESIGN WASHBAG,1,1/4/2011 13:25,1.66,,United Kingdom
540026,47594B,SCOTTIES DESIGN WASHBAG,5,1/4/2011 13:25,1.66,,United Kingdom
540026,70006,LOVE HEART POCKET WARMER,3,1/4/2011 13:25,1.66,,United Kingdom
540026,70007,HI TEC ALPINE HAND WARMER,4,1/4/2011 13:25,1.66,,United Kingdom
540026,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,1/4/2011 13:25,3.36,,United Kingdom
540026,20723,STRAWBERRY CHARLOTTE BAG,1,1/4/2011 13:25,1.66,,United Kingdom
540026,20728,LUNCH BAG CARS BLUE,1,1/4/2011 13:25,4.21,,United Kingdom
540026,20733,GOLD MINI TAPE MEASURE ,6,1/4/2011 13:25,0.85,,United Kingdom
540026,20735,BLACK MINI TAPE MEASURE ,2,1/4/2011 13:25,0.85,,United Kingdom
540026,20751,FUNKY WASHING UP GLOVES ASSORTED,1,1/4/2011 13:25,4.21,,United Kingdom
540026,20766,GARDEN PATH SKETCHBOOK,1,1/4/2011 13:25,7.62,,United Kingdom
540026,20801,LARGE PINK GLASS SUNDAE DISH,22,1/4/2011 13:25,2.51,,United Kingdom
540026,20819,SILVER TEDDY BEAR,1,1/4/2011 13:25,2.51,,United Kingdom
540026,20854,BLUE PATCH PURSE PINK HEART,2,1/4/2011 13:25,1.66,,United Kingdom
540026,20866,BLUE ROSE FABRIC MIRROR,3,1/4/2011 13:25,0.85,,United Kingdom
540026,20867,PINK ROSE FABRIC MIRROR,7,1/4/2011 13:25,0.85,,United Kingdom
540026,20931,BLUE POT PLANT CANDLE ,1,1/4/2011 13:25,7.62,,United Kingdom
540026,20986,BLUE CALCULATOR RULER,1,1/4/2011 13:25,2.51,,United Kingdom
540026,20998,ROSE DU SUD OVEN GLOVE,1,1/4/2011 13:25,3.36,,United Kingdom
540026,21012,ANTIQUE ALL GLASS CANDLESTICK,6,1/4/2011 13:25,2.51,,United Kingdom
540026,21014,SWISS CHALET TREE DECORATION ,1,1/4/2011 13:25,1.28,,United Kingdom
540026,21025,SPACE FROG,2,1/4/2011 13:25,0.85,,United Kingdom
540026,21026,SPACE OWL,2,1/4/2011 13:25,0.85,,United Kingdom
540026,21027,NINJA RABBIT PINK,2,1/4/2011 13:25,0.85,,United Kingdom
540026,21028,NINJA RABBIT BLACK,1,1/4/2011 13:25,0.85,,United Kingdom
540026,21031,SPACE CADET BLACK,3,1/4/2011 13:25,0.85,,United Kingdom
540026,21033,JUMBO BAG CHARLIE AND LOLA TOYS,36,1/4/2011 13:25,2.51,,United Kingdom
540026,21043,APRON MODERN VINTAGE COTTON,1,1/4/2011 13:25,4.21,,United Kingdom
540026,21065,BOOM BOX SPEAKER GIRLS,1,1/4/2011 13:25,3.36,,United Kingdom
540026,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,9,1/4/2011 13:25,4.21,,United Kingdom
540026,21110,LARGE CAKE TOWEL PINK SPOTS,21,1/4/2011 13:25,4.21,,United Kingdom
540026,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,2,1/4/2011 13:25,1.66,,United Kingdom
540026,85131B,BEADED CRYSTAL HEART GREEN ON STICK,4,1/4/2011 13:25,0.85,,United Kingdom
540026,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,1/4/2011 13:25,2.51,,United Kingdom
540026,21112,"SWISS ROLL TOWEL, PINK  SPOTS",6,1/4/2011 13:25,2.51,,United Kingdom
540026,21147,JINGLE BELLS TREE DECORATION,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21165,BEWARE OF THE CAT METAL SIGN ,1,1/4/2011 13:25,4.21,,United Kingdom
540026,21194,PINK  HONEYCOMB PAPER FAN,1,1/4/2011 13:25,1.66,,United Kingdom
540026,21195,PINK  HONEYCOMB PAPER BALL ,6,1/4/2011 13:25,1.66,,United Kingdom
540026,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,3,1/4/2011 13:25,1.66,,United Kingdom
540026,21205,MULTICOLOUR 3D BALLS GARLAND,3,1/4/2011 13:25,2.51,,United Kingdom
540026,21207,SKULL AND CROSSBONES  GARLAND ,1,1/4/2011 13:25,1.66,,United Kingdom
540026,21208,PASTEL COLOUR HONEYCOMB FAN,6,1/4/2011 13:25,1.66,,United Kingdom
540026,21219,SET/4 BADGES BALLOON GIRL,3,1/4/2011 13:25,0.85,,United Kingdom
540026,21220,SET/4 BADGES DOGS,4,1/4/2011 13:25,0.85,,United Kingdom
540026,21221,SET/4 BADGES CUTE CREATURES,3,1/4/2011 13:25,0.85,,United Kingdom
540026,21224,SET/4 SKULL BADGES,1,1/4/2011 13:25,0.85,,United Kingdom
540026,21231,SWEETHEART CERAMIC TRINKET BOX,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21232,STRAWBERRY CERAMIC TRINKET BOX,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21253,SET OF PICTURE FRAME  STICKERS,4,1/4/2011 13:25,5.91,,United Kingdom
540026,21258,VICTORIAN SEWING BOX LARGE,1,1/4/2011 13:25,25.49,,United Kingdom
540026,21270,ANTIQUE CREAM CUTLERY CUPBOARD,2,1/4/2011 13:25,8.47,,United Kingdom
540026,21272,SALLE DE BAIN HOOK,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21313,GLASS HEART T-LIGHT HOLDER ,1,1/4/2011 13:25,1.66,,United Kingdom
540026,21314,SMALL GLASS HEART TRINKET POT,3,1/4/2011 13:25,4.21,,United Kingdom
540026,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,1/4/2011 13:25,25.49,,United Kingdom
540026,21352,EUCALYPTUS & PINECONE  WREATH,1,1/4/2011 13:25,5.91,,United Kingdom
540026,21383,PACK OF 12 STICKY BUNNIES,1,1/4/2011 13:25,1.66,,United Kingdom
540026,21408,SPOTTY PINK DUCK DOORSTOP,1,1/4/2011 13:25,8.47,,United Kingdom
540026,21446,12 RED ROSE PEG PLACE SETTINGS,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21494,ROTATING LEAVES T-LIGHT HOLDER,12,1/4/2011 13:25,1.66,,United Kingdom
540026,21507,"ELEPHANT, BIRTHDAY CARD, ",1,1/4/2011 13:25,0.85,,United Kingdom
540026,21518,BANK ACCOUNT  GREETING  CARD ,3,1/4/2011 13:25,0.43,,United Kingdom
540026,21519,GIN & TONIC DIET GREETING CARD ,2,1/4/2011 13:25,0.85,,United Kingdom
540026,21520,BOOZE & WOMEN GREETING CARD ,3,1/4/2011 13:25,0.43,,United Kingdom
540026,21556,CERAMIC STRAWBERRY MONEY BOX,9,1/4/2011 13:25,2.51,,United Kingdom
540026,21557,SET OF 6 FUNKY BEAKERS,13,1/4/2011 13:25,2.51,,United Kingdom
540026,21616,4 PEAR BOTANICAL DINNER CANDLES,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21618,4 WILDFLOWER BOTANICAL CANDLES,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21632,VINTAGE PINK DECORATIVE PARASOL,1,1/4/2011 13:25,8.47,,United Kingdom
540026,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,1,1/4/2011 13:25,1.66,,United Kingdom
540026,21650,ASSORTED TUTTI FRUTTI BRACELET,1,1/4/2011 13:25,0.43,,United Kingdom
540026,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,1/4/2011 13:25,2.51,,United Kingdom
540026,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21675,BUTTERFLIES STICKERS,1,1/4/2011 13:25,0.81,,United Kingdom
540026,21677,HEARTS  STICKERS,2,1/4/2011 13:25,0.81,,United Kingdom
540026,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,3,1/4/2011 13:25,3.36,,United Kingdom
540026,21708,FOLDING UMBRELLA CREAM POLKADOT,2,1/4/2011 13:25,3.36,,United Kingdom
540026,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,2,1/4/2011 13:25,3.36,,United Kingdom
540026,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,1/4/2011 13:25,3.36,,United Kingdom
540026,21773,DECORATIVE ROSE BATHROOM BOTTLE,8,1/4/2011 13:25,1.28,,United Kingdom
540026,85131D,BEADED CRYSTAL HEART PINK ON STICK,11,1/4/2011 13:25,0.85,,United Kingdom
540026,85132C,CHARLIE AND LOLA FIGURES TINS,2,1/4/2011 13:25,8.47,,United Kingdom
540026,85163A,WHITE BAROQUE WALL CLOCK ,4,1/4/2011 13:25,8.47,,United Kingdom
540026,85163B,BLACK BAROQUE WALL CLOCK ,1,1/4/2011 13:25,8.47,,United Kingdom
540026,85168B,BLACK BAROQUE CARRIAGE CLOCK,2,1/4/2011 13:25,8.47,,United Kingdom
540026,85169A,IVORY LOVE BIRD CANDLE,6,1/4/2011 13:25,0.85,,United Kingdom
540026,85169B,BLACK LOVE BIRD CANDLE,13,1/4/2011 13:25,0.85,,United Kingdom
540026,85169C,EAU DE NIL LOVE BIRD CANDLE,2,1/4/2011 13:25,0.85,,United Kingdom
540026,21774,DECORATIVE CATS BATHROOM BOTTLE,16,1/4/2011 13:25,1.28,,United Kingdom
540026,21775,DECORATIVE FLORE BATHROOM BOTTLE,11,1/4/2011 13:25,1.28,,United Kingdom
540026,21786,POLKADOT RAIN HAT ,2,1/4/2011 13:25,0.85,,United Kingdom
540026,21787,RAIN PONCHO RETROSPOT,1,1/4/2011 13:25,1.66,,United Kingdom
540026,21801,CHRISTMAS TREE DECORATION WITH BELL,17,1/4/2011 13:25,0.43,,United Kingdom
540026,21802,CHRISTMAS TREE HEART DECORATION,20,1/4/2011 13:25,0.43,,United Kingdom
540026,21803,CHRISTMAS TREE STAR DECORATION,25,1/4/2011 13:25,0.43,,United Kingdom
540026,21819,GLITTER CHRISTMAS STAR ,1,1/4/2011 13:25,1.66,,United Kingdom
540026,21846,PINK DIAMANTE PEN IN GIFT BOX,15,1/4/2011 13:25,1.66,,United Kingdom
540026,21847,GREEN  DIAMANTE PEN IN GIFT BOX,2,1/4/2011 13:25,1.66,,United Kingdom
540026,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,1/4/2011 13:25,1.66,,United Kingdom
540026,21879,HEARTS GIFT TAPE,15,1/4/2011 13:25,0.43,,United Kingdom
540026,21880,RED RETROSPOT TAPE,9,1/4/2011 13:25,0.43,,United Kingdom
540026,21881,CUTE CATS TAPE,13,1/4/2011 13:25,0.43,,United Kingdom
540026,21882,SKULLS TAPE,11,1/4/2011 13:25,0.43,,United Kingdom
540026,21883,STARS GIFT TAPE ,28,1/4/2011 13:25,0.43,,United Kingdom
540026,21884,CAKES AND BOWS GIFT  TAPE,21,1/4/2011 13:25,0.43,,United Kingdom
540026,21892,TRADITIONAL WOODEN CATCH CUP GAME ,3,1/4/2011 13:25,2.51,,United Kingdom
540026,21908,CHOCOLATE THIS WAY METAL SIGN,1,1/4/2011 13:25,4.21,,United Kingdom
540026,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,1/4/2011 13:25,3.36,,United Kingdom
540026,21915,RED  HARMONICA IN BOX ,1,1/4/2011 13:25,2.51,,United Kingdom
540026,21916,SET 12 RETRO WHITE CHALK STICKS,1,1/4/2011 13:25,0.85,,United Kingdom
540026,21930,JUMBO STORAGE BAG SKULLS,1,1/4/2011 13:25,4.21,,United Kingdom
540026,21934,SKULL SHOULDER BAG,12,1/4/2011 13:25,1.66,,United Kingdom
540026,21935,SUKI  SHOULDER BAG,13,1/4/2011 13:25,1.66,,United Kingdom
540026,21947,SET OF 6 HEART CHOPSTICKS,7,1/4/2011 13:25,1.28,,United Kingdom
540026,21948,SET OF 6 CAKE CHOPSTICKS,2,1/4/2011 13:25,1.28,,United Kingdom
540026,21949,SET OF 6 STRAWBERRY CHOPSTICKS,2,1/4/2011 13:25,1.28,,United Kingdom
540026,21990,MODERN FLORAL STATIONERY SET,4,1/4/2011 13:25,2.51,,United Kingdom
540026,21991,BOHEMIAN COLLAGE STATIONERY SET,3,1/4/2011 13:25,2.51,,United Kingdom
540026,21992,VINTAGE PAISLEY STATIONERY SET,10,1/4/2011 13:25,2.51,,United Kingdom
540026,21993,FLORAL FOLK STATIONERY SET,1,1/4/2011 13:25,2.51,,United Kingdom
540026,22031,BOTANICAL LAVENDER BIRTHDAY CARD,5,1/4/2011 13:25,0.43,,United Kingdom
540026,79191D,RETRO PLASTIC DAISY TRAY,1,1/4/2011 13:25,1.66,,United Kingdom
540026,79321,CHILLI LIGHTS,1,1/4/2011 13:25,10.17,,United Kingdom
540026,82494L,WOODEN FRAME ANTIQUE WHITE ,2,1/4/2011 13:25,7.62,,United Kingdom
540026,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",17,1/4/2011 13:25,0.85,,United Kingdom
540026,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",14,1/4/2011 13:25,0.85,,United Kingdom
540026,82613D,METAL SIGN CUPCAKE SINGLE HOOK,16,1/4/2011 13:25,0.85,,United Kingdom
540026,84006,MAGIC TREE -PAPER FLOWERS,1,1/4/2011 13:25,1.66,,United Kingdom
540026,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,2,1/4/2011 13:25,1.66,,United Kingdom
540026,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,1/4/2011 13:25,4.21,,United Kingdom
540026,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,1/4/2011 13:25,3.36,,United Kingdom
540026,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,1/4/2011 13:25,3.36,,United Kingdom
540026,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1,1/4/2011 13:25,0.43,,United Kingdom
540026,84086C,PINK/PURPLE RETRO RADIO,4,1/4/2011 13:25,2.51,,United Kingdom
540026,84251B,"GREETING CARD, STICKY GORDON",4,1/4/2011 13:25,0.43,,United Kingdom
540026,84251C,"GREETING CARD, TWO SISTERS.",10,1/4/2011 13:25,0.43,,United Kingdom
540026,84251G,"GREETING CARD, OVERCROWDED POOL.",4,1/4/2011 13:25,0.43,,United Kingdom
540026,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1,1/4/2011 13:25,8.47,,United Kingdom
540026,84313B,BLUE TV TRAY TABLE ,2,1/4/2011 13:25,5.91,,United Kingdom
540026,84356,POMPOM CURTAIN,7,1/4/2011 13:25,5.91,,United Kingdom
540026,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,9,1/4/2011 13:25,3.36,,United Kingdom
540026,84509E,SET OF 4 CAROUSEL PLACEMATS ,1,1/4/2011 13:25,3.36,,United Kingdom
540026,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,1,1/4/2011 13:25,3.36,,United Kingdom
540026,84510A,SET OF 4 ENGLISH ROSE COASTERS,3,1/4/2011 13:25,2.51,,United Kingdom
540026,84519A,TOMATO CHARLIE+LOLA COASTER SET,2,1/4/2011 13:25,3.36,,United Kingdom
540026,84519B,CARROT CHARLIE+LOLA COASTER SET,1,1/4/2011 13:25,3.36,,United Kingdom
540026,84563A,PINK & WHITE BREAKFAST TRAY,1,1/4/2011 13:25,4.21,,United Kingdom
540026,84569A,PACK 3 IRON ON DOG PATCHES,1,1/4/2011 13:25,0.85,,United Kingdom
540026,84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,1/4/2011 13:25,0.85,,United Kingdom
540026,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,13,1/4/2011 13:25,0.85,,United Kingdom
540026,22032,BOTANICAL LILY GREETING CARD,1,1/4/2011 13:25,0.43,,United Kingdom
540026,84596E,SMALL LICORICE DES PINK BOWL,9,1/4/2011 13:25,0.85,,United Kingdom
540026,85169D,PINK LOVE BIRD CANDLE,3,1/4/2011 13:25,0.85,,United Kingdom
540026,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,3,1/4/2011 13:25,2.51,,United Kingdom
540026,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,6,1/4/2011 13:25,2.51,,United Kingdom
540026,85174,S/4 CACTI CANDLES,6,1/4/2011 13:25,4.21,,United Kingdom
540026,85179A,GREEN BITTY LIGHT CHAIN,1,1/4/2011 13:25,2.51,,United Kingdom
540026,85179C,PINK BITTY LIGHT CHAIN,1,1/4/2011 13:25,2.51,,United Kingdom
540026,85180A,RED HEARTS LIGHT CHAIN ,2,1/4/2011 13:25,2.51,,United Kingdom
540026,85180B,PINK HEARTS LIGHT CHAIN ,2,1/4/2011 13:25,2.51,,United Kingdom
540026,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,4,1/4/2011 13:25,3.36,,United Kingdom
540026,85186C,BUNNY EGG GARLAND,5,1/4/2011 13:25,0.85,,United Kingdom
540026,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,1/4/2011 13:25,0.85,,United Kingdom
540026,85202,HANGING WOOD AND FELT HEART,8,1/4/2011 13:25,0.43,,United Kingdom
540026,22069,BROWN  PIRATE TREASURE CHEST ,1,1/4/2011 13:25,3.36,,United Kingdom
540026,22074,6 RIBBONS SHIMMERING PINKS ,15,1/4/2011 13:25,0.85,,United Kingdom
540026,22077,6 RIBBONS RUSTIC CHARM,1,1/4/2011 13:25,3.36,,United Kingdom
540026,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,1/4/2011 13:25,5.91,,United Kingdom
540026,22101,MIRROR MOSAIC VOTIVE HOLDER,1,1/4/2011 13:25,2.51,,United Kingdom
540026,22104,MIRROR MOSAIC CANDLE PLATE,1,1/4/2011 13:25,1.66,,United Kingdom
540026,22110,BIRD HOUSE HOT WATER BOTTLE,12,1/4/2011 13:25,3.36,,United Kingdom
540026,22111,SCOTTIE DOG HOT WATER BOTTLE,3,1/4/2011 13:25,5.06,,United Kingdom
540026,22116,METAL SIGN HIS DINNER IS SERVED,1,1/4/2011 13:25,1.66,,United Kingdom
540026,22117,METAL SIGN HER DINNER IS SERVED ,2,1/4/2011 13:25,1.66,,United Kingdom
540026,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,1/4/2011 13:25,4.21,,United Kingdom
540026,22132,RED LOVE HEART SHAPE CUP,1,1/4/2011 13:25,1.66,,United Kingdom
540026,22133,PINK LOVE HEART SHAPE CUP,1,1/4/2011 13:25,1.66,,United Kingdom
540026,22134,MINI LADLE LOVE HEART RED ,8,1/4/2011 13:25,0.43,,United Kingdom
540026,22135,MINI LADLE LOVE HEART PINK,12,1/4/2011 13:25,0.43,,United Kingdom
540026,22155,STAR DECORATION RUSTIC,2,1/4/2011 13:25,0.85,,United Kingdom
540026,22158,3 HEARTS HANGING DECORATION RUSTIC,1,1/4/2011 13:25,5.91,,United Kingdom
540026,22161,HEART DECORATION RUSTIC HANGING ,17,1/4/2011 13:25,0.81,,United Kingdom
540026,22162,HEART GARLAND RUSTIC PADDED,4,1/4/2011 13:25,3.36,,United Kingdom
540026,22167, OVAL WALL MIRROR DIAMANTE ,1,1/4/2011 13:25,8.47,,United Kingdom
540026,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,1/4/2011 13:25,5.91,,United Kingdom
540026,22183,CAKE STAND VICTORIAN FILIGREE MED,3,1/4/2011 13:25,5.91,,United Kingdom
540026,22184,CAKE STAND VICTORIAN FILIGREE LARGE,2,1/4/2011 13:25,8.47,,United Kingdom
540026,22189,CREAM HEART CARD HOLDER,1,1/4/2011 13:25,8.47,,United Kingdom
540026,22190,LOCAL CAFE MUG,1,1/4/2011 13:25,2.51,,United Kingdom
540026,22198,LARGE POPCORN HOLDER ,3,1/4/2011 13:25,3.36,,United Kingdom
540026,22201,FRYING PAN BLUE POLKADOT,5,1/4/2011 13:25,3.36,,United Kingdom
540026,22204,MILK PAN BLUE POLKADOT,6,1/4/2011 13:25,3.36,,United Kingdom
540026,22208,WOOD STAMP SET THANK YOU,5,1/4/2011 13:25,1.66,,United Kingdom
540026,22209,WOOD STAMP SET HAPPY BIRTHDAY,3,1/4/2011 13:25,1.66,,United Kingdom
540026,22210,WOOD STAMP SET BEST WISHES,1,1/4/2011 13:25,1.66,,United Kingdom
540026,22211,WOOD STAMP SET FLOWERS,3,1/4/2011 13:25,1.66,,United Kingdom
540026,22212,FOUR HOOK  WHITE LOVEBIRDS,1,1/4/2011 13:25,4.21,,United Kingdom
540026,22214,CANDLE PLATE LACE WHITE,5,1/4/2011 13:25,1.66,,United Kingdom
540026,84596F,SMALL MARSHMALLOWS PINK BOWL,6,1/4/2011 13:25,0.85,,United Kingdom
540026,84596G,SMALL CHOCOLATES PINK BOWL,6,1/4/2011 13:25,0.85,,United Kingdom
540026,84596J,MIXED NUTS LIGHT GREEN BOWL,1,1/4/2011 13:25,0.85,,United Kingdom
540026,84596L,BISCUITS SMALL BOWL LIGHT BLUE,4,1/4/2011 13:25,0.85,,United Kingdom
540026,84659A,WHITE TRAVEL ALARM CLOCK,2,1/4/2011 13:25,2.51,,United Kingdom
540026,84660C,PINK STITCHED WALL CLOCK,1,1/4/2011 13:25,3.36,,United Kingdom
540026,84707B,PINK JEWELLED MIRROR TRINKET TRAY,1,1/4/2011 13:25,5.91,,United Kingdom
540026,84711A,SILVER OVAL SHAPE TRINKET BOX,1,1/4/2011 13:25,5.91,,United Kingdom
