InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
578153,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1,11/23/2011 11:22,2.55,12748.0,United Kingdom
578153,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,1,11/23/2011 11:22,2.95,12748.0,United Kingdom
578153,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,11/23/2011 11:22,4.95,12748.0,United Kingdom
578153,22908,PACK OF 20 NAPKINS RED APPLES,2,11/23/2011 11:22,0.85,12748.0,United Kingdom
578153,23320,GIANT 50'S CHRISTMAS CRACKER,3,11/23/2011 11:22,2.89,12748.0,United Kingdom
578153,22231,JIGSAW TREE WITH BIRDHOUSE,1,11/23/2011 11:22,0.59,12748.0,United Kingdom
578153,22233,JIGSAW RABBIT AND BIRDHOUSE,1,11/23/2011 11:22,0.59,12748.0,United Kingdom
578153,23451,SQUARE MINI PORTRAIT FRAME,1,11/23/2011 11:22,1.95,12748.0,United Kingdom
578153,84206A,3 BLACK CATS W HEARTS BLANK CARD,12,11/23/2011 11:22,0.19,12748.0,United Kingdom
578153,21507,ELEPHANT BIRTHDAY CARD ,12,11/23/2011 11:22,0.42,12748.0,United Kingdom
578153,84748,FOLK FELT HANGING MULTICOL GARLAND,1,11/23/2011 11:22,3.75,12748.0,United Kingdom
578153,23007, SPACEBOY BABY GIFT SET,1,11/23/2011 11:22,16.95,12748.0,United Kingdom
578153,23694,PAISLEY PARK CARD,12,11/23/2011 11:22,0.42,12748.0,United Kingdom
578153,21788,KIDS RAIN MAC BLUE,1,11/23/2011 11:22,0.85,12748.0,United Kingdom
578153,21789,KIDS RAIN MAC PINK,1,11/23/2011 11:22,0.85,12748.0,United Kingdom
578153,22197,POPCORN HOLDER,6,11/23/2011 11:22,0.85,12748.0,United Kingdom
578153,22748,POPPY'S PLAYHOUSE KITCHEN,1,11/23/2011 11:22,2.1,12748.0,United Kingdom
578153,90103,PURPLE FRANGIPANI NECKLACE,2,11/23/2011 11:22,2.55,12748.0,United Kingdom
578153,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,11/23/2011 11:22,8.5,12748.0,United Kingdom
578153,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,11/23/2011 11:22,0.65,12748.0,United Kingdom
578153,22750,FELTCRAFT PRINCESS LOLA DOLL,1,11/23/2011 11:22,3.75,12748.0,United Kingdom
578153,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,11/23/2011 11:22,3.75,12748.0,United Kingdom
578153,82616B,FRAPPUCINO SCARF KNITTING KIT,1,11/23/2011 11:22,1.25,12748.0,United Kingdom
578153,22747,POPPY'S PLAYHOUSE BATHROOM,1,11/23/2011 11:22,2.1,12748.0,United Kingdom
578153,21034,REX CASH+CARRY JUMBO SHOPPER,2,11/23/2011 11:22,0.95,12748.0,United Kingdom
578153,23549,WRAP BIRD GARDEN ,25,11/23/2011 11:22,0.42,12748.0,United Kingdom
578154,20728,LUNCH BAG CARS BLUE,1,11/23/2011 11:30,1.65,15117.0,United Kingdom
578155,21372,MIRRORED WALL ART TABLE LAMP,2,11/23/2011 11:32,0.75,12748.0,United Kingdom
578155,21366,MIRRORED WALL ART PHOTO FRAMES,1,11/23/2011 11:32,4.25,12748.0,United Kingdom
578155,23537,WALL ART I LOVE LONDON ,1,11/23/2011 11:32,4.95,12748.0,United Kingdom
578155,23301,GARDENERS KNEELING PAD KEEP CALM ,1,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,84997C,CHILDRENS CUTLERY POLKADOT BLUE,2,11/23/2011 11:32,4.15,12748.0,United Kingdom
578155,22210,WOOD STAMP SET BEST WISHES,1,11/23/2011 11:32,0.83,12748.0,United Kingdom
578155,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,11/23/2011 11:32,0.83,12748.0,United Kingdom
578155,22208,WOOD STAMP SET THANK YOU,1,11/23/2011 11:32,0.83,12748.0,United Kingdom
578155,20755,BLUE PAISLEY POCKET BOOK,1,11/23/2011 11:32,0.85,12748.0,United Kingdom
578155,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,11/23/2011 11:32,0.83,12748.0,United Kingdom
578155,22866,HAND WARMER SCOTTY DOG DESIGN,1,11/23/2011 11:32,2.1,12748.0,United Kingdom
578155,21328,BALLOONS  WRITING SET ,3,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,22940,FELTCRAFT CHRISTMAS FAIRY,1,11/23/2011 11:32,4.25,12748.0,United Kingdom
578155,23392,SPACEBOY ROCKET LOLLY MAKERS,1,11/23/2011 11:32,2.08,12748.0,United Kingdom
578155,21329,DINOSAURS  WRITING SET ,3,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,22621,TRADITIONAL KNITTING NANCY,2,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,23439,HAND WARMER RED LOVE HEART,1,11/23/2011 11:32,2.1,12748.0,United Kingdom
578155,22866,HAND WARMER SCOTTY DOG DESIGN,1,11/23/2011 11:32,2.1,12748.0,United Kingdom
578155,22865,HAND WARMER OWL DESIGN,2,11/23/2011 11:32,2.1,12748.0,United Kingdom
578155,23332,IVORY WICKER HEART LARGE,2,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,20675,BLUE POLKADOT BOWL,2,11/23/2011 11:32,1.25,12748.0,United Kingdom
578155,47593B,SCOTTIE DOGS BABY BIB,1,11/23/2011 11:32,0.39,12748.0,United Kingdom
578155,23426,METAL SIGN DROP YOUR PANTS,1,11/23/2011 11:32,2.89,12748.0,United Kingdom
578155,23439,HAND WARMER RED LOVE HEART,1,11/23/2011 11:32,2.1,12748.0,United Kingdom
578155,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,11/23/2011 11:32,3.25,12748.0,United Kingdom
578155,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2,11/23/2011 11:32,2.1,12748.0,United Kingdom
578155,47591D,PINK FAIRY CAKE CHILDRENS APRON,4,11/23/2011 11:32,1.95,12748.0,United Kingdom
578155,23109,PACK OF SIX LED TEA LIGHTS,1,11/23/2011 11:32,2.89,12748.0,United Kingdom
578155,23157,SET OF 6 NATIVITY MAGNETS ,1,11/23/2011 11:32,2.08,12748.0,United Kingdom
578155,84692,BOX OF 24 COCKTAIL PARASOLS,1,11/23/2011 11:32,0.42,12748.0,United Kingdom
578155,22867,HAND WARMER BIRD DESIGN,2,11/23/2011 11:32,2.1,12748.0,United Kingdom
578155,23298,SPOTTY BUNTING,1,11/23/2011 11:32,4.95,12748.0,United Kingdom
578155,23109,PACK OF SIX LED TEA LIGHTS,1,11/23/2011 11:32,2.89,12748.0,United Kingdom
578155,21065,BOOM BOX SPEAKER GIRLS,1,11/23/2011 11:32,5.95,12748.0,United Kingdom
578155,22617,BAKING SET SPACEBOY DESIGN,2,11/23/2011 11:32,4.95,12748.0,United Kingdom
578155,23319,BOX OF 6 MINI 50'S CRACKERS,2,11/23/2011 11:32,2.49,12748.0,United Kingdom
578155,22383,LUNCH BAG SUKI DESIGN ,1,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,20726,LUNCH BAG WOODLAND,1,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,20749,ASSORTED COLOUR MINI CASES,1,11/23/2011 11:32,7.95,12748.0,United Kingdom
578155,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,2,11/23/2011 11:32,1.25,12748.0,United Kingdom
578155,85035C,ROSE 3 WICK MORRIS BOX CANDLE,2,11/23/2011 11:32,1.25,12748.0,United Kingdom
578155,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1,11/23/2011 11:32,1.25,12748.0,United Kingdom
578155,22384,LUNCH BAG PINK POLKADOT,2,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,22382,LUNCH BAG SPACEBOY DESIGN ,2,11/23/2011 11:32,1.65,12748.0,United Kingdom
578155,85136C,RED SHARK HELICOPTER,1,11/23/2011 11:32,7.95,12748.0,United Kingdom
578155,85136A,YELLOW SHARK HELICOPTER,1,11/23/2011 11:32,7.95,12748.0,United Kingdom
578155,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,11/23/2011 11:32,3.75,12748.0,United Kingdom
578155,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,11/23/2011 11:32,3.75,12748.0,United Kingdom
578155,22750,FELTCRAFT PRINCESS LOLA DOLL,1,11/23/2011 11:32,3.75,12748.0,United Kingdom
578155,22940,FELTCRAFT CHRISTMAS FAIRY,1,11/23/2011 11:32,4.25,12748.0,United Kingdom
578155,21034,REX CASH+CARRY JUMBO SHOPPER,2,11/23/2011 11:32,0.95,12748.0,United Kingdom
C578164,22109,FULL ENGLISH BREAKFAST PLATE,-1,11/23/2011 11:34,3.75,14032.0,United Kingdom
578171,20727,LUNCH BAG  BLACK SKULL.,10,11/23/2011 11:36,1.65,17685.0,United Kingdom
578171,22383,LUNCH BAG SUKI DESIGN ,10,11/23/2011 11:36,1.65,17685.0,United Kingdom
578171,20728,LUNCH BAG CARS BLUE,10,11/23/2011 11:36,1.65,17685.0,United Kingdom
578171,22382,LUNCH BAG SPACEBOY DESIGN ,10,11/23/2011 11:36,1.65,17685.0,United Kingdom
578171,22629,SPACEBOY LUNCH BOX ,12,11/23/2011 11:36,1.95,17685.0,United Kingdom
578171,23256,CHILDRENS CUTLERY SPACEBOY ,4,11/23/2011 11:36,4.15,17685.0,United Kingdom
578171,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,11/23/2011 11:36,4.15,17685.0,United Kingdom
578171,79321,CHILLI LIGHTS,24,11/23/2011 11:36,4.95,17685.0,United Kingdom
578171,23084,RABBIT NIGHT LIGHT,24,11/23/2011 11:36,1.79,17685.0,United Kingdom
578171,22037,ROBOT BIRTHDAY CARD,12,11/23/2011 11:36,0.42,17685.0,United Kingdom
578171,22817,CARD SUKI BIRTHDAY,12,11/23/2011 11:36,0.42,17685.0,United Kingdom
578171,16161U,WRAP SUKI AND FRIENDS,25,11/23/2011 11:36,0.42,17685.0,United Kingdom
578171,23207,LUNCH BAG ALPHABET DESIGN,10,11/23/2011 11:36,1.65,17685.0,United Kingdom
578171,23389,SPACEBOY MINI BACKPACK,8,11/23/2011 11:36,4.15,17685.0,United Kingdom
578171,23388,WOODLAND MINI BACKPACK,4,11/23/2011 11:36,4.15,17685.0,United Kingdom
578171,22043,CHRISTMAS CARD SCREEN PRINT ,24,11/23/2011 11:36,0.19,17685.0,United Kingdom
578174,23535,WALL ART BICYCLE SAFETY,4,11/23/2011 11:37,5.95,13576.0,United Kingdom
578174,21810,CHRISTMAS HANGING STAR WITH BELL,48,11/23/2011 11:37,0.39,13576.0,United Kingdom
578174,22947,WOODEN ADVENT CALENDAR RED,6,11/23/2011 11:37,7.95,13576.0,United Kingdom
578174,35967,FOLK ART METAL STAR T-LIGHT HOLDER,12,11/23/2011 11:37,0.38,13576.0,United Kingdom
578174,22946,WOODEN ADVENT CALENDAR CREAM,2,11/23/2011 11:37,16.95,13576.0,United Kingdom
578174,22809,SET OF 6 T-LIGHTS SANTA,6,11/23/2011 11:37,2.95,13576.0,United Kingdom
578174,22810,SET OF 6 T-LIGHTS SNOWMEN,6,11/23/2011 11:37,2.95,13576.0,United Kingdom
578174,21790,VINTAGE SNAP CARDS,12,11/23/2011 11:37,0.85,13576.0,United Kingdom
578174,72127,COLUMBIAN CANDLE ROUND ,10,11/23/2011 11:37,1.06,13576.0,United Kingdom
578174,23534,WALL ART STOP FOR TEA ,3,11/23/2011 11:37,5.95,13576.0,United Kingdom
578174,23541,WALL ART CLASSIC PUDDINGS ,2,11/23/2011 11:37,8.25,13576.0,United Kingdom
578187,21373,MIRRORED WALL ART SNOWFLAKES,24,11/23/2011 11:40,0.75,14336.0,United Kingdom
578187,21905,MORE BUTTER METAL SIGN ,12,11/23/2011 11:40,0.79,14336.0,United Kingdom
578187,22094,RED RETROSPOT TISSUE BOX,36,11/23/2011 11:40,0.39,14336.0,United Kingdom
578187,22115,METAL SIGN EMPIRE TEA,12,11/23/2011 11:40,0.79,14336.0,United Kingdom
578187,23186,FRENCH STYLE STORAGE JAR CAFE ,48,11/23/2011 11:40,0.29,14336.0,United Kingdom
578187,35646,VINTAGE BEAD PINK EVENING BAG,24,11/23/2011 11:40,1.25,14336.0,United Kingdom
578187,35648,VINTAGE BEAD PINK PURSE ,24,11/23/2011 11:40,0.83,14336.0,United Kingdom
578187,85204,HANGING WOOD AND FELT FLOWER,96,11/23/2011 11:40,0.12,14336.0,United Kingdom
578187,23582,VINTAGE DOILY JUMBO BAG RED ,10,11/23/2011 11:40,2.08,14336.0,United Kingdom
578187,23223,CHRISTMAS TREE HANGING SILVER ,12,11/23/2011 11:40,0.83,14336.0,United Kingdom
578187,82482,WOODEN PICTURE FRAME WHITE FINISH,6,11/23/2011 11:40,2.95,14336.0,United Kingdom
578187,23298,SPOTTY BUNTING,6,11/23/2011 11:40,4.95,14336.0,United Kingdom
578187,21530,DAIRY MAID TOASTRACK,18,11/23/2011 11:40,0.79,14336.0,United Kingdom
578187,22066,LOVE HEART TRINKET POT,48,11/23/2011 11:40,0.39,14336.0,United Kingdom
578187,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,12,11/23/2011 11:40,2.1,14336.0,United Kingdom
578187,20757,RED DAISY POCKET BOOK ,12,11/23/2011 11:40,0.85,14336.0,United Kingdom
578187,20992,JAZZ HEARTS PURSE NOTEBOOK,24,11/23/2011 11:40,0.39,14336.0,United Kingdom
578187,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,11/23/2011 11:40,0.65,14336.0,United Kingdom
578187,21642,ASSORTED TUTTI FRUTTI PEN,48,11/23/2011 11:40,0.29,14336.0,United Kingdom
578187,22175,PINK OWL SOFT TOY,12,11/23/2011 11:40,2.95,14336.0,United Kingdom
578187,22483,RED GINGHAM TEDDY BEAR ,6,11/23/2011 11:40,2.95,14336.0,United Kingdom
578187,21733,RED HANGING HEART T-LIGHT HOLDER,6,11/23/2011 11:40,2.95,14336.0,United Kingdom
578187,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/23/2011 11:40,2.95,14336.0,United Kingdom
578187,21810,CHRISTMAS HANGING STAR WITH BELL,48,11/23/2011 11:40,0.39,14336.0,United Kingdom
578187,21819,GLITTER CHRISTMAS STAR ,36,11/23/2011 11:40,0.39,14336.0,United Kingdom
578187,21822,GLITTER CHRISTMAS TREE WITH BELLS,12,11/23/2011 11:40,0.79,14336.0,United Kingdom
578187,22065,CHRISTMAS PUDDING TRINKET POT ,48,11/23/2011 11:40,0.39,14336.0,United Kingdom
578187,22340,NOEL GARLAND PAINTED ZINC ,24,11/23/2011 11:40,0.39,14336.0,United Kingdom
578187,23058,CHRISTMAS HANGING SNOWFLAKE,12,11/23/2011 11:40,0.79,14336.0,United Kingdom
578187,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,11/23/2011 11:40,0.39,14336.0,United Kingdom
578187,21306,SET/4 DAISY MIRROR MAGNETS,24,11/23/2011 11:40,0.29,14336.0,United Kingdom
578192,22061,LARGE CAKE STAND  HANGING STRAWBERY,12,11/23/2011 11:42,8.5,16954.0,United Kingdom
578196,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,11/23/2011 11:43,6.95,16168.0,United Kingdom
578211,22201,FRYING PAN BLUE POLKADOT,1,11/23/2011 11:47,4.25,12748.0,United Kingdom
578211,23336,EGG FRYING PAN PINK ,1,11/23/2011 11:47,2.08,12748.0,United Kingdom
578211,23339,EGG FRYING PAN BLUE ,1,11/23/2011 11:47,2.08,12748.0,United Kingdom
578211,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/23/2011 11:47,2.95,12748.0,United Kingdom
578211,20750,RED RETROSPOT MINI CASES,1,11/23/2011 11:47,7.95,12748.0,United Kingdom
578211,37475,SET/4 COLOURFUL MIXING BOWLS,1,11/23/2011 11:47,9.95,12748.0,United Kingdom
578211,23392,SPACEBOY ROCKET LOLLY MAKERS,1,11/23/2011 11:47,2.08,12748.0,United Kingdom
578211,85136C,RED SHARK HELICOPTER,1,11/23/2011 11:47,7.95,12748.0,United Kingdom
578211,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,11/23/2011 11:47,2.55,12748.0,United Kingdom
578211,21494,ROTATING LEAVES T-LIGHT HOLDER,1,11/23/2011 11:47,1.25,12748.0,United Kingdom
578211,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1,11/23/2011 11:47,1.25,12748.0,United Kingdom
578211,85034C,3 ROSE MORRIS BOXED CANDLES,1,11/23/2011 11:47,1.25,12748.0,United Kingdom
578211,23569,TRADTIONAL ALPHABET STAMP SET,2,11/23/2011 11:47,4.95,12748.0,United Kingdom
578211,23570,TRADITIONAL PICK UP STICKS GAME ,2,11/23/2011 11:47,1.25,12748.0,United Kingdom
578211,22563,HAPPY STENCIL CRAFT,1,11/23/2011 11:47,1.25,12748.0,United Kingdom
578211,23198,PANTRY MAGNETIC  SHOPPING LIST,1,11/23/2011 11:47,1.45,12748.0,United Kingdom
578211,22438,BALLOON ART MAKE YOUR OWN FLOWERS,2,11/23/2011 11:47,1.95,12748.0,United Kingdom
578211,22197,POPCORN HOLDER,6,11/23/2011 11:47,0.85,12748.0,United Kingdom
578211,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,11/23/2011 11:47,0.83,12748.0,United Kingdom
578211,20982,12 PENCILS TALL TUBE SKULLS,1,11/23/2011 11:47,0.85,12748.0,United Kingdom
578211,22138,BAKING SET 9 PIECE RETROSPOT ,2,11/23/2011 11:47,4.95,12748.0,United Kingdom
578211,22817,CARD SUKI BIRTHDAY,36,11/23/2011 11:47,0.42,12748.0,United Kingdom
578211,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,1,11/23/2011 11:47,2.95,12748.0,United Kingdom
578211,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,11/23/2011 11:47,4.95,12748.0,United Kingdom
578211,21846,PINK DIAMANTE PEN IN GIFT BOX,1,11/23/2011 11:47,4.95,12748.0,United Kingdom
578211,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,11/23/2011 11:47,2.95,12748.0,United Kingdom
578211,22562,MONSTERS STENCIL CRAFT,1,11/23/2011 11:47,1.25,12748.0,United Kingdom
578211,21504,SKULLS GREETING CARD,12,11/23/2011 11:47,0.42,12748.0,United Kingdom
578211,23354,6 GIFT TAGS 50'S CHRISTMAS ,5,11/23/2011 11:47,0.83,12748.0,United Kingdom
